path,class_
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard352.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard113.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard117.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic286.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic467.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper456.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard65.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass151.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal124.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard191.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic26.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal289.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper491.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic435.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper395.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal178.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard252.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard61.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard271.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal134.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic380.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic2.jpg,plastic
./data/data6/Garbage classification/Garbage classification/trash/trash112.jpg,trash
./data/data6/Garbage classification/Garbage classification/paper/paper210.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper167.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal407.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper90.jpg,paper
./data/data6/Garbage classification/Garbage classification/trash/trash111.jpg,trash
./data/data6/Garbage classification/Garbage classification/paper/paper72.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper474.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper141.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard180.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic235.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal367.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper405.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal60.jpg,metal
./data/data6/Garbage classification/Garbage classification/trash/trash23.jpg,trash
./data/data6/Garbage classification/Garbage classification/plastic/plastic466.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic22.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic88.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal355.jpg,metal
./data/data6/Garbage classification/Garbage classification/trash/trash124.jpg,trash
./data/data6/Garbage classification/Garbage classification/plastic/plastic210.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass360.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal136.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper38.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass138.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic393.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard234.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic206.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard124.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard213.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper198.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper121.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard163.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal264.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic478.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard1.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal281.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal88.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic149.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper503.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper305.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass226.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal391.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper134.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper26.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard314.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic143.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass335.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass201.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper460.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic296.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal76.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal74.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic174.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic52.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper578.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal94.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic85.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic226.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic273.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper577.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard232.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass241.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard402.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass447.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal16.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper535.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal156.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal72.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass233.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass15.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard228.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard225.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass434.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard22.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic76.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass195.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard60.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/trash/trash109.jpg,trash
./data/data6/Garbage classification/Garbage classification/glass/glass377.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal287.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic445.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal331.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass291.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard125.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper243.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic425.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper533.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper351.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass331.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal145.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper207.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal405.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal52.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper514.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass100.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard148.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/trash/trash19.jpg,trash
./data/data6/Garbage classification/Garbage classification/plastic/plastic356.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal121.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal303.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard183.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard68.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard47.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic256.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic199.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper57.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard349.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass464.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal133.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal56.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass102.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper522.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper93.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic32.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal28.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass228.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard36.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper427.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper499.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass229.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass477.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard164.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper343.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic13.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic80.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal360.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass376.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard247.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard107.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic294.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic310.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal73.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper567.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic59.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal272.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper318.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper300.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper91.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass249.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard274.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass187.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper404.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper345.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard327.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic115.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal233.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal211.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper159.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard253.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal23.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper248.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass126.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard142.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass332.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal194.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass67.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal337.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic375.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass271.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal372.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal42.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass283.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard200.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper5.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard230.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper406.jpg,paper
./data/data6/Garbage classification/Garbage classification/trash/trash71.jpg,trash
./data/data6/Garbage classification/Garbage classification/metal/metal383.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard296.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper262.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal127.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper1.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard94.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard357.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard246.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic422.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper55.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard17.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper365.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard151.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper357.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper146.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard261.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper193.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard385.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard391.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic166.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal244.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass395.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal22.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal122.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass93.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard19.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass235.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic299.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard46.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper9.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal328.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard258.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper246.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper402.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass3.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal12.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal158.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic320.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard14.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper86.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard339.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper310.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass343.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass182.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal260.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass62.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal246.jpg,metal
./data/data6/Garbage classification/Garbage classification/trash/trash128.jpg,trash
./data/data6/Garbage classification/Garbage classification/metal/metal255.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass308.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal274.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic130.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper52.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal352.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper316.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard267.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass105.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal334.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard138.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper217.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard129.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass214.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic69.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass177.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass20.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal135.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic312.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal187.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper180.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal41.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic470.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic214.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal382.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper202.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic373.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard299.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard210.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal377.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal366.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper510.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic24.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal358.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper566.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic355.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper523.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal174.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal137.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper269.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper544.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard132.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic20.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass103.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper215.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass208.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic352.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard333.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper95.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic405.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal114.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper422.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic156.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper255.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic168.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper532.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass134.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard351.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass225.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal64.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass219.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic64.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper186.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic410.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass388.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal5.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard332.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper461.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass125.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic428.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper392.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic261.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper368.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper116.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass171.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard152.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard18.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/trash/trash85.jpg,trash
./data/data6/Garbage classification/Garbage classification/glass/glass471.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic18.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper464.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper315.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass206.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass412.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard395.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/trash/trash131.jpg,trash
./data/data6/Garbage classification/Garbage classification/glass/glass342.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard89.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal173.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass168.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass41.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass320.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal125.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic66.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass295.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass252.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper518.jpg,paper
./data/data6/Garbage classification/Garbage classification/trash/trash63.jpg,trash
./data/data6/Garbage classification/Garbage classification/plastic/plastic468.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard76.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal394.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass135.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass196.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard211.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass83.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper32.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal54.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard190.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard321.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic110.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper62.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass176.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard197.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic103.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper521.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal327.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper590.jpg,paper
./data/data6/Garbage classification/Garbage classification/trash/trash123.jpg,trash
./data/data6/Garbage classification/Garbage classification/metal/metal371.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper553.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper331.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper307.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper492.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic293.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal312.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper241.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard77.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass124.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal143.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic426.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass266.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass161.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic12.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic197.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic237.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard3.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/trash/trash50.jpg,trash
./data/data6/Garbage classification/Garbage classification/paper/paper482.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper497.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic306.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard372.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic454.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard146.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic84.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass243.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass51.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic70.jpg,plastic
./data/data6/Garbage classification/Garbage classification/trash/trash113.jpg,trash
./data/data6/Garbage classification/Garbage classification/paper/paper6.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass70.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass13.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper231.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass317.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal293.jpg,metal
